bairro,logradouro,venda_itbi_rs_m2,venal_iptu_rs_m2,premio_mercado,n_vendas,n_imoveis_iptu
PONTA GROSSA,RUA DAS ESPATODEAS,3636,1480,2.46,34,216
PONTA GROSSA,BECO DOMIENCE SILVA,3333,1052,3.17,3,38
PONTA GROSSA,AVENIDA JUCA BATISTA,3103,2221,1.4,8,62
PONTA GROSSA,RUA JESSE SILVA,2500,1467,1.7,4,28
PONTA GROSSA,RUA VITOLDO FRANCISCO KROLIKOWSKI,1686,1508,1.12,3,20
PONTA GROSSA,ESTRADA RETIRO DA PONTA GROSSA,1625,2024,0.8,3,133
PRAIA DE BELAS,AVENIDA BORGES DE MEDEIROS,10466,5255,1.99,67,552
PRAIA DE BELAS,RUA CELESTE GOBBATO,4484,2216,2.02,46,264
PRAIA DE BELAS,RUA DRA RITA LOBATO,4391,2005,2.19,17,119
PRAIA DE BELAS,RUA DR VICENTE DE PAULA DUTRA,4364,2217,1.97,19,195
PRAIA DE BELAS,RUA GEN SERGIO OLIVEIRA,3902,2016,1.94,24,118
PRAIA DE BELAS,AVENIDA PRAIA DE BELAS,3858,2529,1.53,14,57
PRAIA DE BELAS,RUA ISMAEL CHAVES BARCELOS,3697,1954,1.89,6,31
PRAIA DE BELAS,RUA EDMUNDO BITENCOURT,3286,2210,1.49,15,56
RESTINGA,RUA SETE MIL QUINZE LOT PARQUE SALSO,6007,1556,3.86,5,17
RESTINGA,RUA CLOVIS STENZEL,5790,2035,2.85,6,83
RESTINGA,ESTRADA CHACARA DO BANCO,5502,1508,3.65,350,27
RESTINGA,RUA SOLON VIEIRA MARQUES,5376,2094,2.57,44,178
RESTINGA,RUA SIMEAO MEIRA,5317,2060,2.58,24,124
RESTINGA,RUA MILTON DOS SANTOS MARTINS,5287,2061,2.57,14,54
RESTINGA,RUA DR. ALDO LEAO FERREIRA,5282,2000,2.64,13,28
RESTINGA,RUA MIGUEL VALDOMIRO SCALABRIN,5246,2061,2.55,14,75
RESTINGA,RUA MADRE ASSUNTA,5211,2108,2.47,10,75
RESTINGA,RUA JOEL IUCHNO,5179,1911,2.71,3,27
RESTINGA,RUA GENNARINO LAITANO,5101,1944,2.62,12,12
RESTINGA,RUA OLIMPIO TABAJARA,4877,2058,2.37,19,106
RESTINGA,RUA CELSO DIAS DIHL,4784,2103,2.27,8,76
RESTINGA,RUA ADALIBIO KLEIN,4770,2103,2.27,8,70
RESTINGA,RUA CEL DASTRO DUTRA,4769,1959,2.43,9,121
RESTINGA,ESTRADA JOAO ANTONIO SILVEIRA,4549,1036,4.39,173,765
RESTINGA,ESTRADA COSTA GAMA,4546,2144,2.12,112,326
RESTINGA,RUA SETE MIL OITO LOT RES RESTINGA,4410,1395,3.16,769,820
RESTINGA,RUA FERNANDO VERONEZI,4402,2104,2.09,13,99
RESTINGA,RUA ISRAEL STAROSTA,4389,1411,3.11,4,66
RESTINGA,RUA NAIR GARCIA MARTINS,4346,1079,4.03,58,239
RESTINGA,RUA SILVIO R SIRANGELO,4333,1938,2.24,3,93
RESTINGA,RUA OITO MIL OITOCENTOS TRINTA OITO,3806,2033,1.87,7,40
RESTINGA,RUA ARMANDO PEREIRA NUNES,3753,1608,2.33,16,20
RESTINGA,AVENIDA EDGAR PIRES DE CASTRO,3665,1326,2.76,96,470
RESTINGA,RUA ALVARO DIFINI,3645,1322,2.76,6,169
RESTINGA,RUA NAPOLEAO JACQUES DA ROSA,3438,1539,2.23,84,220
RESTINGA,ESTRADA BARRO VERMELHO,3354,1384,2.42,364,679
RESTINGA,RUA JESSU OLIVEIRA SILVA,3313,1798,1.84,10,45
RESTINGA,RUA DAS LARANJEIRAS LOT LARANJEIRAS,3176,1377,2.31,3,500
RESTINGA,RUA SABINO PEREIRA NUNES,3171,1407,2.25,407,1000
RESTINGA,RUA SOELY NUNES ROSA,3139,1556,2.02,72,180
RESTINGA,AVENIDA MACEDONIA,3031,1799,1.68,12,92
RESTINGA,RUA VITOR MATEUS TEIXEIRA,2982,1705,1.75,4,15
RESTINGA,RUA CAPITAO PEDROSO,2893,1281,2.26,243,617
RESTINGA,RUA CLARA NUNES,2667,1081,2.47,30,312
RESTINGA,RUA ANTONIO ROCHA MEIRELLES LEITE,2639,1722,1.53,6,81
RESTINGA,RUA GOVERNADOR PERACCHI BARCELLOS,2583,1225,2.11,6,72
RESTINGA,AVENIDA ECON NILO WULFF,2500,1176,2.13,46,598
RESTINGA,RUA SETE MIL CENTO NOVENTA SETE,2456,1497,1.64,11,760
RESTINGA,RUA NISIA FLORESTA,2333,1705,1.37,10,70
RESTINGA,RUA RUBEM PEREIRA TORELLY,2330,968,2.41,16,247
RESTINGA,RUA ENG OSCAR DE OLIVEIRA RAMOS,2288,1127,2.03,13,142
RESTINGA,RUA CAROLINA,2285,833,2.74,17,160
RESTINGA,AVENIDA IGNES E FAGUNDES,2240,2071,1.08,36,350
RESTINGA,RUA ENG HOMERO CARLOS SIMON,2231,999,2.23,28,280
RESTINGA,RUA DR CARLOS NIEDERAUER HOFMEISTER,2166,1682,1.29,12,82
RESTINGA,RUA TEN ARIZOLY FAGUNDES,2000,1722,1.16,3,108
RESTINGA,RUA DAVID CHERMAN,1962,681,2.88,25,217
RESTINGA,RUA MALVINAS,1946,819,2.38,7,48
RESTINGA,RUA EUGENIO RODRIGUES,1635,1141,1.43,16,152
RESTINGA,RUA BENTO SILVA NUNES,1583,1339,1.18,3,61
RESTINGA,AVENIDA DR JOAO DENTICE,1520,1555,0.98,4,115
RIO BRANCO,RUA ABRAHAO MELNICK,14402,7911,1.82,10,50
RIO BRANCO,RUA CASEMIRO DE ABREU,13727,4945,2.78,278,1070
RIO BRANCO,RUA DR LAURO DE OLIVEIRA,13611,5907,2.3,12,85
RIO BRANCO,RUA PROF DUPLAN,13435,8058,1.67,251,453
RIO BRANCO,RUA CEL PAULINO TEIXEIRA,12987,4395,2.95,108,481
RIO BRANCO,RUA ALMIRANTE ABREU,11493,5194,2.21,51,207
RIO BRANCO,RUA PADRE SCHOELER,10980,5382,2.04,9,42
RIO BRANCO,RUA SANTA CECILIA,10944,4752,2.3,129,479
RIO BRANCO,RUA MIGUEL TOSTES,10587,3738,2.83,224,653
RIO BRANCO,RUA DONA LEONOR,10318,5253,1.96,39,303
RIO BRANCO,RUA VITOR MEIRELES,9708,5365,1.81,23,143
RIO BRANCO,RUA CEL BORDINI,9651,5151,1.87,35,140
RIO BRANCO,RUA CONEGO VIANA,9189,5528,1.66,17,132
RIO BRANCO,RUA CASTRO ALVES,8995,4588,1.96,114,550
RIO BRANCO,RUA QUINTINO BOCAIUVA,8767,5352,1.64,70,372
RIO BRANCO,RUA SCHILLER,8154,4840,1.68,5,36
RIO BRANCO,RUA CEL AURELIO BITENCOURT,7805,4949,1.58,28,206
RIO BRANCO,RUA CEL JOAQUIM PEDRO SALGADO,7529,4248,1.77,8,57
RIO BRANCO,TRAVESSA FONTE DA SAUDE,7469,3734,2.0,3,27
RIO BRANCO,RUA DR FLORENCIO YGARTUA,7241,3068,2.36,14,64
RIO BRANCO,RUA SAO VICENTE,6927,4898,1.41,28,176
RIO BRANCO,RUA MOSTARDEIRO,6762,4610,1.47,57,273
RIO BRANCO,LAGO DOS CAIXEIROS VIAJANTES,6440,4055,1.59,3,64
RIO BRANCO,RUA PEDRO WEINGARTNER,6187,5105,1.21,44,240
RIO BRANCO,RUA VASCO DA GAMA,5993,3931,1.52,106,572
RIO BRANCO,RUA CABRAL,5908,4584,1.29,56,478
RIO BRANCO,RUA DONA LAURA,5536,3738,1.48,35,184
RIO BRANCO,RUA LIBERDADE,5378,3612,1.49,38,235
RIO BRANCO,RUA RAMIRO BARCELOS,5291,3280,1.61,52,491
RIO BRANCO,RUA VICENTE DA FONTOURA,5280,3822,1.38,38,278
RIO BRANCO,AVENIDA PROTASIO ALVES,4999,2608,1.92,53,262
RIO BRANCO,RUA SAO MANOEL,4656,3513,1.33,33,220
RIO BRANCO,RUA FRANCISCO FERRER,4598,2572,1.79,52,298
RIO BRANCO,RUA MARIANTE,4150,2879,1.44,80,471
RIO BRANCO,RUA CESAR LOMBROSO,4124,2370,1.74,13,66
RIO BRANCO,RUA GIORDANO BRUNO,4117,3012,1.37,25,250
RIO BRANCO,RUA CEL FREDERICO LINCK,3959,3537,1.12,6,19
RIO BRANCO,RUA PROF ALVARO ALVIM,3913,3296,1.19,41,454
RIO BRANCO,TRAVESSA DES VIEIRA PIRES,3485,4392,0.79,3,29
RIO BRANCO,RUA PROF JUVENAL MILER,3422,2238,1.53,15,86
RIO BRANCO,AVENIDA GOETHE,3093,4782,0.65,7,60
RUBEM BERTA,ESTRADA ANTONIO SEVERINO,6669,1743,3.83,167,107
RUBEM BERTA,AVENIDA GAMAL ABDEL NASSER,5847,1769,3.31,4,43
RUBEM BERTA,RUA VICENTA MARIA,4725,1808,2.61,4,16
RUBEM BERTA,RUA ARY E PREISSLER,4651,1849,2.52,6,21
RUBEM BERTA,RUA JOAO FAZIO AMATO,4300,1633,2.63,3,58
RUBEM BERTA,RUA INOCENCIO DE OLIVEIRA ALVES,4222,1539,2.74,38,446
RUBEM BERTA,RUA ALBERTO RANGEL,3997,2316,1.73,35,213
RUBEM BERTA,RUA PAULO RENATO KETZER DE SOUZA,3406,1116,3.05,221,800
RUBEM BERTA,RUA JOSE BARCELLOS GARCIA,3323,1106,3.0,162,400
RUBEM BERTA,RUA ANTONIO FRANCISCO LISBOA,3139,1799,1.74,3,85
RUBEM BERTA,AVENIDA FRANCISCO TALAIA DE MOURA,3080,1516,2.03,13,155
RUBEM BERTA,RUA TRINTA UM LOT RES RUBEM BERTA,3005,1117,2.69,4,128
RUBEM BERTA,RUA SALVADOR DE ROSE,2865,1872,1.53,8,34
RUBEM BERTA,RUA OITO LOT RES RUBEM BERTA,2792,1196,2.33,8,128
RUBEM BERTA,RUA JOAO JACOB TAGLIASSUCHI,2698,1256,2.15,9,48
RUBEM BERTA,RUA DR CANDIDO JOSE DE GODOY,2665,1121,2.38,8,60
RUBEM BERTA,TRAVESSA NILVA GARRIDO,2543,2007,1.27,3,35
RUBEM BERTA,RUA LUIZ CEZAR LEAL,2542,1127,2.26,16,131
RUBEM BERTA,RUA CARMELITA GRIPPI,2527,1273,1.99,40,237
RUBEM BERTA,RUA CAETANO LA PORTA,2493,1701,1.47,9,57
RUBEM BERTA,RUA OSCAR FERREIRA,2488,1139,2.18,38,221
RUBEM BERTA,AVENIDA MAJOR MANOEL JOSE MONTEIRO,2448,1303,1.88,50,227
RUBEM BERTA,AVENIDA BERNARDINO SILVEIRA DE AMORIM,2405,1353,1.78,51,308
RUBEM BERTA,RUA DOZE LOT RES RUBEM BERTA,2396,1221,1.96,6,128
RUBEM BERTA,RUA DEZESSEIS LOT RES RUBEM BERTA,2392,1073,2.23,9,128
RUBEM BERTA,RUA TARCILA MORAES DUTRA,2377,1113,2.14,37,261
RUBEM BERTA,RUA SATURNINO VANZELOTTI,2366,1140,2.08,21,95
RUBEM BERTA,RUA VINTE QUATRO LOT RES RUBEM BERTA,2315,1117,2.07,9,128
RUBEM BERTA,RUA FRANCISCO GALECKI,2271,1254,1.81,36,255
RUBEM BERTA,RUA AMAURI CAFRUNE,2265,1274,1.78,20,143
RUBEM BERTA,RUA TRINTA LOT RES RUBEM BERTA,2245,1324,1.7,9,128
RUBEM BERTA,RUA JOSE VIERO,2225,2096,1.06,9,48
RUBEM BERTA,RUA SANTA ROSA DE LIMA,2179,1330,1.64,50,561
RUBEM BERTA,RUA ERICO ANTUNES PINTO,2166,1282,1.69,29,125
RUBEM BERTA,RUA IVO NICOLAU ANTINOLFI,2163,1130,1.91,24,133
RUBEM BERTA,RUA DOS MAIAS,2157,1282,1.68,29,176
RUBEM BERTA,RUA TRINTA DOIS LOT RES RUBEM BERTA,2056,1107,1.86,12,128
RUBEM BERTA,RUA TRES A LOT RES RUBEM BERTA,2055,1083,1.9,11,128
RUBEM BERTA,RUA LUCINDA NEVES MOTTA,2049,1126,1.82,10,128
RUBEM BERTA,RUA TRINTA CINCO LOT RES RUBEM BERTA,2049,1084,1.89,5,128
RUBEM BERTA,RUA DEZOITO LOT RES RUBEM BERTA,2047,1253,1.63,4,128
RUBEM BERTA,RUA OVIDIO MORAES LEAL,1915,1855,1.03,3,56
RUBEM BERTA,RUA VINTE LOT RES RUBEM BERTA,1882,1139,1.65,10,128
RUBEM BERTA,RUA PAULO GRANATO MARTINS,1881,1163,1.62,8,128
RUBEM BERTA,RUA DEPUTADO JULIO CESAR REDECKER,1878,1026,1.83,5,128
RUBEM BERTA,RUA CAPRICORNIO,1875,1104,1.7,20,128
RUBEM BERTA,RUA NOVE LOT RES RUBEM BERTA,1852,1192,1.55,10,128
RUBEM BERTA,RUA TRINTA NOVE LOT RES RUBEM BERTA,1837,1151,1.6,9,128
RUBEM BERTA,RUA TRINTA SETE LOT RES RUBEM BERTA,1837,1110,1.65,8,128
RUBEM BERTA,RUA ONZE LOT RES RUBEM BERTA,1775,1091,1.63,12,128
RUBEM BERTA,RUA VINTE SETE LOT RES RUBEM BERTA,1764,1142,1.54,7,128
RUBEM BERTA,RUA VINTE SEIS LOT RES RUBEM BERTA,1764,1221,1.44,5,128
RUBEM BERTA,RUA QUINZE LOT RES RUBEM BERTA,1736,1185,1.46,7,128
RUBEM BERTA,RUA VINTE OITO LOT RES RUBEM BERTA,1736,1149,1.51,9,128
RUBEM BERTA,RUA QUATORZE LOT RES RUBEM BERTA,1736,1156,1.5,5,128
RUBEM BERTA,RUA MADRE TERESA DE CALCUTA,1713,1192,1.44,15,256
RUBEM BERTA,RUA CINCO LOT RES RUBEM BERTA,1713,1047,1.64,9,128
RUBEM BERTA,RUA TUCANO,1702,1122,1.52,10,128
RUBEM BERTA,RUA TRINTA OITO LOT RES RUBEM BERTA,1698,1112,1.53,6,128
RUBEM BERTA,RUA UM A LOT RES RUBEM BERTA,1674,1206,1.39,12,128
RUBEM BERTA,RUA LUIZ CARLOS DE OLIVEIRA SANTOS,1643,1073,1.53,7,128
RUBEM BERTA,RUA DEZ LOT RES RUBEM BERTA,1643,1203,1.37,7,128
RUBEM BERTA,RUA ARIES,1543,1414,1.09,5,128
SANTA CECILIA,RUA FELIPE DE OLIVEIRA,10200,3555,2.87,58,214
SANTA CECILIA,RUA SAO MANOEL,5592,2583,2.16,19,212
SANTA CECILIA,RUA DR ALCIDES CRUZ,5590,3445,1.62,54,381
SANTA CECILIA,RUA VICENTE DA FONTOURA,4830,3161,1.53,29,215
SANTA CECILIA,RUA SANTA CECILIA,4727,2789,1.69,50,366
SANTA CECILIA,RUA SAO VICENTE,4654,2453,1.9,35,320
SANTA CECILIA,RUA DONA EUGENIA,4442,3325,1.34,55,380
SANTA CECILIA,RUA JOAO GUIMARAES,4193,2918,1.44,33,230
SANTA CECILIA,AVENIDA PROTASIO ALVES,3984,3163,1.26,53,403
SANTA CECILIA,RUA SILVA SO,3888,2169,1.79,55,377
SANTA M GORETTI,RUA PEDRO WAINE,7753,3206,2.42,87,23
SANTA M GORETTI,RUA PIAUI,6245,4497,1.39,27,338
SANTA M GORETTI,AVENIDA ASSIS BRASIL,5131,1849,2.78,14,135
SANTA M GORETTI,RUA VINTE CINCO DE JULHO,4131,1926,2.14,6,53
SANTA M GORETTI,RUA MORRETES,4043,1720,2.35,17,181
SANTA M GORETTI,RUA SANTA CATARINA,3979,2564,1.55,4,38
SANTA M GORETTI,RUA SAO SALVADOR,3869,2218,1.74,7,66
SANTA M GORETTI,AVENIDA RIO SAO GONCALO,3825,3074,1.24,6,34
SANTA M GORETTI,RUA PADRE HILDEBRANDO,3597,2189,1.64,33,288
SANTA M GORETTI,RUA JULIO VERNE,3463,2077,1.67,4,48
SANTA M GORETTI,AVENIDA BRINO,3291,2329,1.41,15,86
SANTA M GORETTI,AVENIDA GEN EMILIO LUCIO ESTEVES,3220,2102,1.53,8,76
SANTA M GORETTI,RUA PEREIRA PINTO,2976,1663,1.79,5,21
SANTA M GORETTI,RUA SAO NICOLAU,2714,2403,1.13,9,112
SANTA M GORETTI,RUA PIRAJU,1935,2943,0.66,3,38
SANTA M GORETTI,RUA BRENO ARRUDA,1805,2915,0.62,3,50
SANTA TEREZA,RUA MARIANO DE MATOS,9402,2535,3.71,4,76
SANTA TEREZA,RUA DR ILDEFONSO PINTO,9389,1998,4.7,3,91
SANTA TEREZA,RUA DONA AMELIA,8079,2027,3.99,80,253
SANTA TEREZA,RUA CLEVELAND,7950,2427,3.28,30,110
SANTA TEREZA,RUA DONA SOFIA,6703,3100,2.16,6,27
SANTA TEREZA,RUA DONA AUGUSTA,5944,3074,1.93,5,46
SANTA TEREZA,RUA ENG LEOVIGILDO PAIVA,5566,2255,2.47,3,23
SANTA TEREZA,RUA DRA AURORA NUNES WAGNER,5554,2253,2.47,3,30
SANTA TEREZA,RUA MIGUEL COUTO,5352,1899,2.82,27,181
SANTA TEREZA,RUA PROF DR MILTON GUERREIRO,5248,2379,2.21,5,18
SANTA TEREZA,RUA MONROE,4992,3204,1.56,4,83
SANTA TEREZA,RUA CRUZEIRO DO SUL,4943,1444,3.42,331,585
SANTA TEREZA,RUA VILAMIL,4916,4590,1.07,7,10
SANTA TEREZA,AVENIDA PADRE CACIQUE,4646,2091,2.22,21,130
SANTA TEREZA,RUA OTAVIO DUTRA,4581,3219,1.42,24,145
SANTA TEREZA,RUA SILVEIRO,4325,2406,1.8,9,155
SANTA TEREZA,RUA GILBERTO LASTE,4300,2189,1.96,5,38
SANTA TEREZA,RUA CORREA LIMA,4136,2424,1.71,14,172
SANTA TEREZA,RUA GIBRAN KHALIL GIBRAN,4038,3247,1.24,6,25
SANTA TEREZA,RUA SINKE,4032,5847,0.69,3,46
SANTA TEREZA,RUA ARACY DE AZEVEDO JOSE,3999,3080,1.3,4,23
SANTA TEREZA,RUA DONA MALVINA,3947,1443,2.74,25,270
SANTA TEREZA,TRAVESSA DONA IDA,3943,2292,1.72,5,26
SANTA TEREZA,RUA DONA ONDINA,3894,1662,2.34,5,36
SANTA TEREZA,RUA RUBENS ALCANTARA,3785,2745,1.38,3,11
SANTA TEREZA,RUA HIPOLITO DA COSTA,3702,2200,1.68,26,172
SANTA TEREZA,RUA SEPE TIARAJU,3670,1899,1.93,29,132
SANTA TEREZA,RUA JOSE LINO AVALLONE,3636,1301,2.79,4,6
SANTA TEREZA,RUA DORMENIO,3620,1692,2.14,22,101
SANTA TEREZA,RUA ALVARO OSIMO CAETANO,3596,3113,1.16,7,10
SANTA TEREZA,RUA DR LUCIDORO BRITO,3281,2442,1.34,8,29
SANTA TEREZA,AVENIDA DEPUTADO ARAMY SILVA,3241,2681,1.21,3,31
SANTA TEREZA,RUA BANCO INGLES,3139,1754,1.79,9,127
SANTA TEREZA,ACESSO DAS ROSAS CONJ RES JD MEDIANEIRA,3131,2232,1.4,3,34
SANTA TEREZA,AVENIDA FRANCISCO MASSENA VIEIRA,3113,1579,1.97,13,99
SANTA TEREZA,RUA ORFANOTROFIO,3066,1391,2.2,29,210
SANTA TEREZA,RUA JULIO LOPES DOS SANTOS SOBRINHO,2975,2877,1.03,3,21
SANTA TEREZA,AVENIDA FELIPE WEIMANN,2963,2811,1.05,3,18
SANTA TEREZA,RUA BANCO DA PROVINCIA,2961,1223,2.42,48,235
SANTA TEREZA,RUA JANUARIO SCALZILLI,2922,2531,1.15,9,46
SANTA TEREZA,RUA DONA OTILIA,2843,1328,2.14,35,226
SANTA TEREZA,RUA PROF CLEMENTE PINTO,2842,2393,1.19,7,52
SANTA TEREZA,RUA PRISMA,2816,1642,1.71,6,92
SANTA TEREZA,AVENIDA JORACY CAMARGO,2763,3263,0.85,6,55
SANTA TEREZA,RUA JOAO FERNANDES SOARES,2654,3042,0.87,4,18
SANTA TEREZA,ACESSO DAS ORQUIDEAS CONJ RES JD MEDIANEIRA,2584,2558,1.01,3,15
SANTA TEREZA,TRAVESSA DEZENOVE DE MARCO,2562,1681,1.52,4,11
SANTA TEREZA,RUA PROF MANOEL LOBATO,2537,2585,0.98,11,80
SANTA TEREZA,RUA BERNARDINO CAETANO FRAGA,2248,2549,0.88,6,57
SANTA TEREZA,RUA OSCAR TOLLENS,1949,3044,0.64,5,40
SANTA TEREZA,RUA DONA MARIA,1596,1628,0.98,3,16
SANTANA,AVENIDA JOAO PESSOA,10525,3092,3.4,101,320
SANTANA,RUA SAO FRANCISCO,6909,3689,1.87,24,240
SANTANA,RUA SAO LUIZ,6032,4033,1.5,74,492
SANTANA,RUA SAO MANOEL,5583,2968,1.88,67,601
SANTANA,RUA MONSENHOR VERAS,5415,3207,1.69,55,482
SANTANA,RUA LEOPOLDO BIER,5382,2975,1.81,35,364
SANTANA,RUA LIVRAMENTO,5362,3839,1.4,27,222
SANTANA,AVENIDA VENANCIO AIRES,5209,3055,1.71,105,543
SANTANA,AVENIDA PRINCESA ISABEL,5097,3113,1.64,74,594
SANTANA,RUA SANTANA,5040,2516,2.0,214,1456
SANTANA,RUA LAURINDO,4959,2744,1.81,144,633
SANTANA,RUA OLAVO BILAC,4948,2578,1.92,91,444
SANTANA,TRAVESSA MIRANDA E CASTRO,4938,2320,2.13,9,80
SANTANA,RUA BERNARDO PIRES,4917,3067,1.6,18,122
SANTANA,RUA DOMINGOS CRESCENCIO,4908,3449,1.42,91,583
SANTANA,RUA VEADOR PORTO,4739,3379,1.4,46,353
SANTANA,RUA DR GASTAO RHODES,4716,2241,2.1,13,94
SANTANA,RUA MAESTRO MENDANHA,4680,2219,2.11,16,114
SANTANA,RUA VIEIRA DE CASTRO,4623,3449,1.34,20,270
SANTANA,RUA SANTA TEREZINHA,4526,3229,1.4,33,268
SANTANA,RUA GEN JACINTO OSORIO,4470,4198,1.06,7,46
SANTANA,RUA ENG VESPUCIO DE ABREU,4405,1829,2.41,16,93
SANTANA,RUA DELEGADO GRANT,4271,2060,2.07,3,38
SANTANA,RUA VICENTE DA FONTOURA,4267,2118,2.01,86,661
SANTANA,AVENIDA JERONIMO DE ORNELAS,4246,2698,1.57,58,365
SANTANA,RUA JACINTO GOMES,4101,2079,1.97,80,624
SANTANA,RUA IGNACIO MONTANHA,4070,2373,1.72,12,98
SANTANA,RUA RAMIRO BARCELOS,4028,2425,1.66,41,321
SANTANA,RUA GOMES JARDIM,3908,2796,1.4,35,366
SANTANA,RUA AUGUSTO PESTANA,3849,2428,1.59,23,205
SANTANA,TRAVESSA FERREIRA DE ABREU,3693,1939,1.9,16,114
SANTANA,PRAAA DR JULIO DE ARAGAO BOZANO,3622,2427,1.49,10,63
SANTANA,RUA LUIZ MANOEL,3549,2063,1.72,29,185
SANTANA,AVENIDA IPIRANGA,3521,2355,1.5,17,94
SANTANA,RUA LOBO DA COSTA,3321,2152,1.54,4,54
SANTO ANTONIO,RUA JOAQUIM CRUZ,6225,3641,1.71,53,277
SANTO ANTONIO,RUA PLACIDO DE CASTRO,5887,2771,2.12,5,111
SANTO ANTONIO,RUA MARTIM AFONSO,5774,2870,2.01,5,68
SANTO ANTONIO,AVENIDA BENTO GONCALVES,5208,4817,1.08,213,1534
SANTO ANTONIO,RUA VICENTE DA FONTOURA,5168,2394,2.16,20,138
SANTO ANTONIO,RUA DR MALHEIROS,4863,3438,1.41,39,174
SANTO ANTONIO,RUA DELFINO RIET,4632,1746,2.65,61,257
SANTO ANTONIO,RUA FAGUNDES VARELA,4596,1762,2.61,24,201
SANTO ANTONIO,RUA PADRE ANTONIO VIEIRA,4359,2248,1.94,18,195
SANTO ANTONIO,RUA LUIZ DE CAMOES,4281,1443,2.97,51,362
SANTO ANTONIO,TRAVESSA DEZENOVE DE NOVEMBRO,4281,2505,1.71,5,43
SANTO ANTONIO,RUA DR JOAO DE DEUS VAZ DA SILVA,3986,2846,1.4,28,137
SANTO ANTONIO,RUA CARLOS PESSOA DE BRUM,3946,1977,2.0,55,232
SANTO ANTONIO,RUA MOYSES ANTUNES DA CUNHA,3871,2734,1.42,50,344
SANTO ANTONIO,RUA GUILHERME SCHELL,3869,1726,2.24,34,269
SANTO ANTONIO,RUA ENG FERNANDO MENDES RIBEIRO,3857,2221,1.74,76,500
SANTO ANTONIO,AVENIDA PROF OSCAR PEREIRA,3802,3150,1.21,103,637
SANTO ANTONIO,RUA DR JULIO BOCACCIO,3712,2205,1.68,18,126
SANTO ANTONIO,RUA PAULINO CHAVES,3701,2280,1.62,11,83
SANTO ANTONIO,RUA TOMAZ EDISON,3665,2427,1.51,9,77
SANTO ANTONIO,RUA HUMBERTO DE CAMPOS,3631,1770,2.05,28,163
SANTO ANTONIO,RUA SAO FRANCISCO DE ASSIS,3614,2498,1.45,5,147
SANTO ANTONIO,RUA TEIXEIRA DE FREITAS,3563,1879,1.9,37,378
SANTO ANTONIO,RUA ANTONIO RIBEIRO,3546,1484,2.39,17,151
SANTO ANTONIO,RUA DR VOLTAIRE PIRES,3429,1445,2.37,60,509
SANTO ANTONIO,RUA CALDRE E FIAO,3260,2393,1.36,9,57
SAO CAETANO,RUA ADROALDO DE SOUZA SANTOS,1802,1248,1.44,3,7
SAO GERALDO,AVENIDA CEARA,8009,3790,2.11,147,316
SAO GERALDO,RUA SANTOS DUMONT,5862,2320,2.53,5,73
SAO GERALDO,AVENIDA POLONIA,5843,4899,1.19,102,662
SAO GERALDO,AVENIDA VIENA,4104,2705,1.52,9,96
SAO GERALDO,AVENIDA BERLIM,3789,2069,1.83,7,122
SAO GERALDO,RUA OLINDA,3481,2037,1.71,22,107
SAO GERALDO,AVENIDA PARANA,3473,1758,1.98,48,309
SAO GERALDO,AVENIDA SAO PEDRO,3386,1911,1.77,16,248
SAO GERALDO,AVENIDA AMAZONAS,3339,2032,1.64,13,151
SAO GERALDO,AVENIDA BENJAMIN CONSTANT,3304,2468,1.34,31,297
SAO GERALDO,AVENIDA SAO PAULO,3232,2125,1.52,16,96
SAO GERALDO,RUA BUARQUE DE MACEDO,3119,1994,1.56,14,149
SAO GERALDO,AVENIDA PARA,3051,1852,1.65,13,134
SAO GERALDO,AVENIDA BRASIL,2963,2036,1.46,11,82
SAO GERALDO,AVENIDA GUIDO MONDIN,2865,1763,1.63,17,256
SAO GERALDO,AVENIDA MARANHAO,2833,2081,1.36,13,157
SAO GERALDO,AVENIDA PERNAMBUCO,2778,1551,1.79,40,156
SAO GERALDO,RUA ALMIRANTE TAMANDARE,2709,2025,1.34,5,35
SAO GERALDO,RUA MOURA AZEVEDO,2642,1559,1.69,10,144
SAO GERALDO,RUA QUINTINO BANDEIRA,2612,2075,1.26,15,133
SAO GERALDO,AVENIDA PATRIA,2564,2041,1.26,16,150
SAO GERALDO,AVENIDA BAHIA,2493,2268,1.1,21,114
SAO GERALDO,AVENIDA FARRAPOS,2461,1707,1.44,37,260
SAO GERALDO,RUA ERNESTO FONTOURA,2403,2276,1.06,53,231
SAO GERALDO,AVENIDA PRESIDENTE FRANKLIN ROOSEVELT,2334,1947,1.2,14,202
SAO GERALDO,RUA CONDE DE PORTO ALEGRE,2073,1872,1.11,9,21
SAO JOAO,TRAVESSA JAGUARAO,8397,3216,2.61,51,349
SAO JOAO,RUA DONA LEOPOLDINA,6510,2126,3.06,33,199
SAO JOAO,RUA SAO FRANCISCO DA CALIFORNIA,6323,4129,1.53,10,93
SAO JOAO,RUA FILADELFIA,6289,5054,1.24,19,171
SAO JOAO,RUA ONZE DE AGOSTO,6173,3166,1.95,10,86
SAO JOAO,AVENIDA MARILAND,6145,3885,1.58,22,165
SAO JOAO,AVENIDA MADRID,6015,1953,3.08,5,22
SAO JOAO,RUA AUGUSTO SEVERO,5748,3661,1.57,61,374
SAO JOAO,RUA ZAMENHOFF,5613,3818,1.47,11,91
SAO JOAO,RUA BARAO DO COTEGIPE,5541,3632,1.53,10,95
